fiscal_year,posting_date,description,amount,vendor_name,org2_name,cat1_name,cat2_name,fund1_name,fund2_name
2018,2018-01-31,UTILITY MANAGEMENT - BILLING,192.91,Not Applicable,NA,LATE FEES,LATE FEES,Water Fund,NA
2018,2018-02-08,CASH RECEIPTS - MANUAL ENTRIES,250,Not Applicable,NA,BUSINESS LICENSES,BUSINESS LICENSES,General Fund,NA
2018,2018-02-08,CASH RECEIPTS - MANUAL ENTRIES,75,Not Applicable,NA,BUSINESS LICENSES,BUSINESS LICENSES,General Fund,NA
2018,2018-02-08,CASH RECEIPTS - MANUAL ENTRIES,2576.02,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-02-08,CASH RECEIPTS - MANUAL ENTRIES,80.4,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2018,2018-02-08,CASH RECEIPTS - MANUAL ENTRIES,35,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2018,2018-02-08,CASH RECEIPTS - MANUAL ENTRIES,3702.24,Not Applicable,NA,CDBG GRANT,CDBG GRANT,General Fund,NA
2018,2018-02-17,CASH RECEIPTS - MANUAL ENTRIES,746.98,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,5183.98,Not Applicable,NA,SALES TAX,SALES TAX,General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,-45446.39,Not Applicable,NA,GRANTS FROM LOCAL UNITS,GRANTS FROM LOCAL UNITS,General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,45446.39,Not Applicable,NA,CDBG GRANT,CDBG GRANT,General Fund,NA
2018,2018-02-28,CASH RECEIPTS - MANUAL ENTRIES,1015.77,Not Applicable,NA,ACTIVITIES INCOME,ACTIVITIES INCOME,General Fund,NA
2018,2018-02-28,CASH DISBURSEMENTS,-7,Not Applicable,NA,ACTIVITIES INCOME,ACTIVITIES INCOME,General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,285.49,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,177.47,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,29.5,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-02-28,JOURNAL ENTRIES,6.24,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-02-28,UTILITY MANAGEMENT - BILLING,3186.93,Not Applicable,NA,GARBAGE REVENUES,GARBAGE REVENUES,Water Fund,NA
2018,2018-02-28,UTILITY MANAGEMENT - BILLING,3603.6,Not Applicable,NA,Water Revenues,WATER REVENUES,Water Fund,NA
2018,2018-02-28,UTILITY MANAGEMENT - BILLING,-25,Not Applicable,NA,Water Revenues,WATER REVENUES,Water Fund,NA
2018,2018-02-28,UTILITY MANAGEMENT - BILLING,616.79,Not Applicable,NA,LATE FEES,LATE FEES,Water Fund,NA
2018,2018-03-28,JOURNAL ENTRIES,5910.84,Not Applicable,NA,B&C ROAD,B&C ROAD,General Fund,NA
2018,2018-03-28,JOURNAL ENTRIES,4631.8,Not Applicable,NA,SALES TAX,SALES TAX,General Fund,NA
2018,2018-03-28,JOURNAL ENTRIES,353.82,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-03-28,JOURNAL ENTRIES,218.49,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-03-28,JOURNAL ENTRIES,35.6,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-03-28,JOURNAL ENTRIES,7.54,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-03-31,CASH RECEIPTS - MANUAL ENTRIES,100,Not Applicable,NA,BUSINESS LICENSES,BUSINESS LICENSES,General Fund,NA
2018,2018-03-31,CASH RECEIPTS - MANUAL ENTRIES,477.69,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-03-31,CASH RECEIPTS - MANUAL ENTRIES,5150,Not Applicable,NA,CDBG GRANT,CDBG GRANT,General Fund,NA
2018,2018-03-31,UTILITY MANAGEMENT - BILLING,2896.6,Not Applicable,NA,GARBAGE REVENUES,GARBAGE REVENUES,Water Fund,NA
2018,2018-03-31,UTILITY MANAGEMENT - BILLING,3772.9,Not Applicable,NA,Water Revenues,WATER REVENUES,Water Fund,NA
2018,2018-03-31,UTILITY MANAGEMENT - BILLING,0.23,Not Applicable,NA,WATER HOOKUPS,WATER HOOKUPS,Water Fund,NA
2018,2018-03-31,UTILITY MANAGEMENT - BILLING,503.74,Not Applicable,NA,LATE FEES,LATE FEES,Water Fund,NA
2018,2018-03-31,UTILITY MANAGEMENT - BILLING,35,Not Applicable,NA,RETURN CHECK FEES,RETURN CHECK FEES,Water Fund,NA
2018,2018-04-24,JOURNAL ENTRIES,4868.84,Not Applicable,NA,SALES TAX,SALES TAX,General Fund,NA
2018,2018-04-27,CASH RECEIPTS - MANUAL ENTRIES,75,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2018,2018-04-27,CASH RECEIPTS - MANUAL ENTRIES,200,Not Applicable,NA,MISC INCOME,Misc Income,General Fund,NA
2018,2018-04-30,CASH RECEIPTS - MANUAL ENTRIES,1101.93,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-04-30,CASH RECEIPTS - MANUAL ENTRIES,742.52,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-04-30,CASH RECEIPTS - MANUAL ENTRIES,575,Not Applicable,NA,CEMETERY REVENUE,CEMETERY REVENUE,General Fund,NA
2018,2018-04-30,CASH RECEIPTS - MANUAL ENTRIES,550,Not Applicable,NA,CEMETERY REVENUE,CEMETERY REVENUE,General Fund,NA
2018,2018-04-30,JOURNAL ENTRIES,379.28,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-04-30,JOURNAL ENTRIES,234.94,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-04-30,JOURNAL ENTRIES,37.41,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-04-30,JOURNAL ENTRIES,7.92,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-05-09,CASH RECEIPTS - MANUAL ENTRIES,341.05,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-05-09,CASH RECEIPTS - MANUAL ENTRIES,350,Not Applicable,NA,CEMETERY REVENUE,CEMETERY REVENUE,General Fund,NA
2018,2018-05-09,CASH RECEIPTS - MANUAL ENTRIES,61904.39,Not Applicable,NA,CDBG GRANT,CDBG GRANT,General Fund,NA
2018,2018-05-22,CASH DISBURSEMENTS,-200,Not Applicable,NA,GARBAGE REVENUES,GARBAGE REVENUES,Water Fund,NA
2018,2018-05-31,CASH RECEIPTS - MANUAL ENTRIES,500,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2018,2018-05-31,JOURNAL ENTRIES,6700.78,Not Applicable,NA,B&C ROAD,B&C ROAD,General Fund,NA
2018,2018-05-31,JOURNAL ENTRIES,4134.07,Not Applicable,NA,SALES TAX,SALES TAX,General Fund,NA
2018,2018-05-31,JOURNAL ENTRIES,429.66,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-05-31,JOURNAL ENTRIES,266.2,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-05-31,JOURNAL ENTRIES,41.39,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-05-31,JOURNAL ENTRIES,8.76,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-05-31,CASH RECEIPTS - MANUAL ENTRIES,20,Not Applicable,NA,FIRE DEPARTMENT REVENUE,FIRE DEPARTMENT REVENUE,General Fund,NA
2018,2018-05-31,CASH RECEIPTS - MANUAL ENTRIES,7,Not Applicable,NA,FIRE DEPARTMENT REVENUE,FIRE DEPARTMENT REVENUE,General Fund,NA
2018,2018-05-31,UTILITY MANAGEMENT - BILLING,2641.59,Not Applicable,NA,GARBAGE REVENUES,GARBAGE REVENUES,Water Fund,NA
2018,2018-05-31,UTILITY MANAGEMENT - BILLING,3620.99,Not Applicable,NA,Water Revenues,WATER REVENUES,Water Fund,NA
2018,2018-05-31,UTILITY MANAGEMENT - BILLING,203.26,Not Applicable,NA,WATER HOOKUPS,WATER HOOKUPS,Water Fund,NA
2018,2018-05-31,UTILITY MANAGEMENT - BILLING,405.82,Not Applicable,NA,LATE FEES,LATE FEES,Water Fund,NA
2018,2018-06-20,CASH RECEIPTS - MANUAL ENTRIES,465.27,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2018,2018-06-20,CASH RECEIPTS - MANUAL ENTRIES,7601.73,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2018,2018-06-20,CASH RECEIPTS - MANUAL ENTRIES,80,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2018,2018-06-20,CASH RECEIPTS - MANUAL ENTRIES,350,Not Applicable,NA,CEMETERY REVENUE,CEMETERY REVENUE,General Fund,NA
2018,2018-06-30,JOURNAL ENTRIES,3997.69,Not Applicable,NA,SALES TAX,SALES TAX,General Fund,NA
2018,2018-06-30,JOURNAL ENTRIES,450.43,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-06-30,JOURNAL ENTRIES,281.6,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-06-30,JOURNAL ENTRIES,42.67,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-06-30,JOURNAL ENTRIES,9.03,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2018,2018-06-30,UTILITY MANAGEMENT - BILLING,2496.25,Not Applicable,NA,GARBAGE REVENUES,GARBAGE REVENUES,Water Fund,NA
2018,2018-06-30,UTILITY MANAGEMENT - BILLING,5026.17,Not Applicable,NA,Water Revenues,WATER REVENUES,Water Fund,NA
2018,2018-06-30,UTILITY MANAGEMENT - BILLING,53.99,Not Applicable,NA,WATER HOOKUPS,WATER HOOKUPS,Water Fund,NA
2018,2018-06-30,UTILITY MANAGEMENT - BILLING,494.24,Not Applicable,NA,LATE FEES,LATE FEES,Water Fund,NA
2019,2018-09-04,CASH RECEIPTS - MANUAL ENTRIES,200,Not Applicable,NA,MISC INCOME,Misc Income,General Fund,NA
2019,2018-09-05,CASH RECEIPTS - MANUAL ENTRIES,412.17,Not Applicable,NA,"PROPERTY, VEHICLE TAX","PROPERTY, VEHICLE TAX",General Fund,NA
2019,2018-09-05,CASH RECEIPTS - MANUAL ENTRIES,2542.7,Not Applicable,NA,BUILDING PERMITS,BUILDING PERMITS,General Fund,NA
2019,2018-09-05,CASH RECEIPTS - MANUAL ENTRIES,2835,Not Applicable,NA,B&C ROAD,B&C ROAD,General Fund,NA
2019,2018-09-05,CASH RECEIPTS - MANUAL ENTRIES,375,Not Applicable,NA,CEMETERY SERVICES/EXCAV,CEMETERY SERVICES/EXCAV,General Fund,NA
2019,2018-09-30,JOURNAL ENTRIES,5433.93,Not Applicable,NA,B&C ROAD,B&C ROAD,General Fund,NA
2019,2018-09-30,JOURNAL ENTRIES,4482.74,Not Applicable,NA,SALES TAX,SALES TAX,General Fund,NA
2019,2018-09-30,JOURNAL ENTRIES,508.06,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2019,2018-09-30,JOURNAL ENTRIES,269.45,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2019,2018-09-30,JOURNAL ENTRIES,7.87,Not Applicable,NA,Interest income,INTEREST INCOME,General Fund,NA
2019,2018-09-30,CASH RECEIPTS - MANUAL ENTRIES,0.01,Not Applicable,NA,MISC INCOME,Misc Income,General Fund,NA
2019,2018-09-30,UTILITY MANAGEMENT - BILLING,219.68,Not Applicable,NA,LATE FEES,LATE FEES,Water Fund,NA
2019,2018-09-30,UTILITY MANAGEMENT - BILLING,2583.29,Not Applicable,NA,GARBAGE REVENUES,GARBAGE REVENUES,Water Fund,NA
2019,2018-09-30,UTILITY MANAGEMENT - BILLING,7021.98,Not Applicable,NA,Water Billings,Water Billings,Water Fund,NA
