fiscal_year,posting_date,description,amount,vendor_name,org2_name,cat1_name,cat2_name,fund1_name,fund2_name
2017,2016-12-31,CASH DISBURSEMENTS,88.54,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2016-12-31,CASH DISBURSEMENTS,86.02,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2017,2016-12-31,CASH DISBURSEMENTS,1417.61,Not Applicable,NA,Contracted Services,Contracted Services,Water Fund,NA
2017,2016-12-31,CASH DISBURSEMENTS,1565.9,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2016-12-31,CASH DISBURSEMENTS,262.2,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2016-12-31,CASH DISBURSEMENTS,97.71,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,96.97,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,123.93,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,23.71,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,0,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,94,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,71.45,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,20.39,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,550,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,62.38,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,33.06,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,564,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,136.43,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,501.5,Not Applicable,NA,Contracted Services,Contracted Services,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,136,Not Applicable,NA,WAGES - BILLINGS,WAGES - BILLINGS,Water Fund,NA
2017,2017-01-02,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-01-09,CASH DISBURSEMENTS,63.95,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-01-09,CASH RECEIPTS - MANUAL ENTRIES,-23.71,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-09,CASH DISBURSEMENTS,12,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2017,2017-01-09,CASH DISBURSEMENTS,31,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2017,2017-01-09,JOURNAL ENTRIES,2e4,Not Applicable,NA,TRANSFER TO GENERAL FUND,TRANSFER TO GENERAL FUND,Special Revenue Fund,NA
2017,2017-01-09,CASH RECEIPTS - MANUAL ENTRIES,-2e4,Not Applicable,NA,TRANSFER TO GENERAL FUND,TRANSFER TO GENERAL FUND,Special Revenue Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,231,Not Applicable,NA,Insurance,INSURANCE,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,0,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,6.45,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,585,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,98.01,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,682,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,682,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,682,Not Applicable,NA,EMS,EMS,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,420,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,77.07,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,86.02,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,125,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,1812.23,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,185.68,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-01-14,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-02-01,CASH DISBURSEMENTS,71.31,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,96.97,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,36.06,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,173.4,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,0,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,166.81,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,10.37,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,6.44,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,46.88,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,19.48,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,62.38,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,10.37,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,188.69,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,420,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,840,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,1048,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,88.45,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,136.43,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,59.48,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,136,Not Applicable,NA,WAGES - BILLINGS,WAGES - BILLINGS,Water Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,1598.74,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-02-06,CASH DISBURSEMENTS,115.16,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-02-20,CASH DISBURSEMENTS,225,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-02-20,CASH DISBURSEMENTS,61.17,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-02-20,CASH DISBURSEMENTS,150,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-02-20,CASH DISBURSEMENTS,125,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-02-20,CASH DISBURSEMENTS,240.26,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,71.08,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,0,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,166.81,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,575,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,20.84,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,12.84,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,85.19,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,10,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,20.84,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,655.99,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,389.97,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,177.61,Not Applicable,NA,HIGHWAY & STREETS,HIGHWAY & STREETS,General Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,683.33,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,206.53,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-02-23,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,96.97,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,62.38,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,279.07,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,1214,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,136.43,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,1878.45,Not Applicable,NA,Contracted Services,Contracted Services,Water Fund,NA
2017,2017-03-01,CASH DISBURSEMENTS,136,Not Applicable,NA,WAGES - BILLINGS,WAGES - BILLINGS,Water Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,122.18,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,0,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,37.9,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,71.31,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,19.48,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,1065.04,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,184.7,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,1593.27,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-03-07,CASH DISBURSEMENTS,228.57,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-03-10,CASH DISBURSEMENTS,0.1,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2017,2017-03-10,CASH DISBURSEMENTS,125,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-03-11,CASH RECEIPTS - MANUAL ENTRIES,-131.18,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-03-11,CASH RECEIPTS - MANUAL ENTRIES,-3819.52,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,89.81,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,36.94,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,22.53,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,150,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,19.48,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,250,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,153.17,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,837.21,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-03-24,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,369.4,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,71.31,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,126.5,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,38.65,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,62.38,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2017,2017-04-01,CASH DISBURSEMENTS,1593.27,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-0.93,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-0.87,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,1.3,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,6.57,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-0.63,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-0.94,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,2.22,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-1.36,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,3.6,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-0.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,0.25,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-0.55,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,0.98,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-1,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-09,CASH RECEIPTS,-1.4,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,42.55,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,90,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,107.29,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,58.67,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,6039.35,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,100,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-12,CASH DISBURSEMENTS,206.63,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-04-21,CASH RECEIPTS,-0.93,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,101.88,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,50.79,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,115,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,32.04,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,59.72,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,10.37,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,6.24,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,11.92,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,69.21,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,62.38,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,837.21,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,123.42,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,10.37,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,3826.59,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,34.72,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-04-24,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-04-25,CASH DISBURSEMENTS,201.11,Not Applicable,NA,MEMBERSHIPS,Memberships,General Fund,NA
2017,2017-04-25,CASH DISBURSEMENTS,71.46,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-04-25,CASH DISBURSEMENTS,191.07,Not Applicable,NA,CEMETERY,Cemetery,General Fund,NA
2017,2017-04-25,CASH DISBURSEMENTS,200,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-04-25,CASH DISBURSEMENTS,875,Not Applicable,NA,FIRE - MAINTENANCE,FIRE - MAINTENANCE,General Fund,NA
2017,2017-04-30,CASH DISBURSEMENTS,571.46,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-04-30,CASH DISBURSEMENTS,10,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2017,2017-04-30,CASH RECEIPTS - MANUAL ENTRIES,-14469,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2017,2017-04-30,CASH RECEIPTS - MANUAL ENTRIES,-5,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,35.56,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,17.23,Not Applicable,NA,Other,OTHER,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,52.9,Not Applicable,NA,Other,OTHER,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,472.5,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,0,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,31.83,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,0,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,139.77,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,100,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,650,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-10,CASH DISBURSEMENTS,220.02,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-05-14,CASH DISBURSEMENTS,2835.26,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.5,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.94,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,1.9,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.61,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,0.05,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-1.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.02,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.68,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.93,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,1.5,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.84,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
